update,train_loss_mean,grad_norm,min_obs_margin,plan_margin_max,wall_clock_s,ep_step,eval_cost,eval_min_margin,eval_n_violations
1,33.020811918742595,14.184552681925796,-2.214052343127466,9.691157467195399e-05,4.540849447250366,10,,,
2,8.77900398126401,3.668385198155783,-0.5282082733215163,0.00010938066279631009,0.7493486404418945,20,,,
3,1.3306651952893522,0.4529182370886332,-1.7817072684248414,-0.42856900617060867,0.44325852394104004,30,,,
4,0.21280158733584922,0.14254589218112154,-2.3528852547788555,-1.7817073261159222,0.25691747665405273,0,,,
5,23.003474562274594,76.52895366298203,-2.183600055817265,4.936182138592926e-06,2.73362398147583,10,,,
6,4.337530720918813,1.7128670559858548,-1.141589196905353,0.00014074898429217164,0.3264174461364746,20,,,
7,0.5500826547447328,0.355864087183516,-2.2409613762413145,-1.1415892232902474,0.10096335411071777,30,,,
8,0.1938693983970611,0.11138077519385498,-2.4936564870324154,-2.1273997373536457,0.07467341423034668,0,,,
9,20.93374056196674,8.18040482918487,-2.2033838502127634,0.00020528227738525473,1.2952978610992432,10,,,
10,3.2292216156505873,1.3297092029933621,-1.4007939443750428,3.834729968199557e-05,0.1203768253326416,20,30.03904389327046,-2.206476876225862,0
11,0.4654806568299895,0.3854334824119558,-2.4102545632255676,-1.400792846997759,0.08415579795837402,30,,,
12,0.2294860995948399,0.11341725863735926,-2.5618855028408842,-2.125266953792244,0.06838631629943848,0,,,
13,18.063166600100676,7.5090451889541345,-2.1007510302409926,0.00015438736260264818,1.2926890850067139,10,,,
14,2.4296160848509305,1.0805540784187095,-1.6402308025153642,-0.00013615335857686262,0.1273822784423828,20,,,
15,0.4425218345099613,0.37703184254701355,-2.513584254071893,-1.6402306870600225,0.07559442520141602,30,,,
16,0.23957868165021334,0.10553823997433719,-2.602025520632032,-2.125065689839174,0.06983399391174316,0,,,
17,18.773184195371325,7.514927906442731,-2.3144615063573504,2.285881487273933e-05,1.3252573013305664,10,,,
18,2.164358244088521,1.1569065037883492,-1.8275383716436302,-0.0001767211851677608,0.119964599609375,20,,,
19,0.5323015866995222,0.44913728112974716,-2.6454944210324003,-1.8275382852466415,0.07442522048950195,30,,,
20,0.30033017005237705,0.1155472463500153,-2.692955682672863,-2.1221362254835925,0.07450151443481445,0,26.38161689358461,-2.4506419839502573,0
21,15.367971302410579,6.035723971354977,-2.1989182687766693,4.7235397633738074e-05,1.228039026260376,10,,,
22,1.4971891140953695,0.9818259022707375,-2.0293195410323874,-9.249376192443926e-05,0.11375975608825684,20,,,
23,0.525055841628485,0.4114398720065688,-2.7048498393720015,-2.029319497838791,0.0742795467376709,30,,,
24,0.29059744890173106,0.09977727678053538,-2.7232191880171994,-2.1232834521202455,0.08534479141235352,0,,,
25,15.569604084921322,6.5304631840887675,-2.2601343901679996,0.00048332873983536473,1.3674826622009277,10,,,
26,1.421389704058027,0.9463577024943327,-2.067300446440095,-0.00010426904497129463,0.11251974105834961,20,,,
27,0.5182345200672115,0.3995364879637361,-2.719389383978459,-2.0673003586972745,0.07154989242553711,30,,,
28,0.2883070520571674,0.0912891958581607,-2.732683089901518,-2.124520594071028,0.07918119430541992,0,,,
29,13.387322756286629,6.253875924677362,-2.125059210781449,0.00013825587380444926,1.5542957782745361,10,,,
30,1.2002513508089043,0.8817563785480831,-2.1852422853811095,-0.14368282471916105,0.11882209777832031,20,23.182300465093128,-2.656961732306889,0
31,0.5117058751579712,0.361870238501736,-2.7272603413118186,-2.1121934959866286,0.07366394996643066,30,,,
32,0.2645101795670454,0.07730824265512701,-2.73129547578814,-2.1271706764139613,0.08484101295471191,0,,,
33,10.901409475449002,4.664861671386308,-2.1277432404079524,9.947049842706779e-05,1.3129222393035889,10,,,
34,0.9454677702544905,1.0035972596184572,-2.451159398876349,-0.43459629774429054,0.12287759780883789,20,,,
35,0.6083206230537692,0.3687242938608209,-2.8179765840275244,-2.108394812208217,0.1262502670288086,30,,,
36,0.26476843184442256,0.062370365674774025,-2.8061839159214386,-2.128739674196349,0.11860346794128418,0,,,
37,10.273663232398524,4.031564517370739,-2.171003858207294,9.94545643918654e-05,1.2793817520141602,10,,,
38,0.8561970631073827,1.1154624484027809,-2.6025579474032097,-0.5044500701536156,0.09275031089782715,20,,,
39,0.7378842739998568,0.41190276359088057,-2.9090922825288943,-2.103018433979411,0.0721580982208252,30,,,
40,0.2973475396806979,0.06293491350094996,-2.8788305255074147,-2.1255716207031607,0.1001276969909668,0,20.367835357837148,-2.841895705552289,0
41,10.434355875366329,4.210949347332983,-2.29077168494226,0.0001438227853489682,1.2872111797332764,10,,,
42,0.8370936432468336,1.1230239010852763,-2.6497426525147008,-0.5297239427576776,0.0794827938079834,20,,,
43,0.767487619774593,0.4096535958366101,-2.9303735350599776,-2.103725435933277,0.0960688591003418,30,,,
44,0.29853309020270663,0.05978549250485667,-2.8911335156838573,-2.124555860021673,0.11947226524353027,0,,,
45,10.311122632922533,4.840408901920384,-2.1858971527261124,2.275562364750794e-05,1.28660249710083,10,,,
46,0.7364339010707472,0.962958727906421,-2.586056548203821,-0.4894915866177467,0.12674212455749512,20,,,
47,0.6477044884372127,0.3457858868026273,-2.8732439243475643,-2.1108982498220925,0.07398319244384766,30,,,
48,0.2512436529506561,0.049100394518040234,-2.838221530944847,-2.1267253288127934,0.11388969421386719,0,,,
49,9.669128974126727,123.92421225693997,-2.2243686263292437,4.926857885334535e-06,1.5891852378845215,10,,,
50,0.746999633443936,0.9965272974554922,-2.716753697960319,-0.7034612808835281,0.09391593933105469,20,17.526722927467272,-3.0146520205520977,0
51,0.712029242328875,0.3475094235504758,-2.926435819783253,-2.1100552959996937,0.07377910614013672,30,,,
52,0.24907003229463195,0.04416398402193461,-2.862383423883554,-2.1246822774726124,0.12012195587158203,0,,,
53,6.706610884027686,2.9248359688241847,-2.209952028751773,4.853181681752083e-06,1.3499517440795898,10,,,
54,1.388547368242044,1.3804101932597634,-3.16239554641587,-1.5818627983294373,0.12868380546569824,20,,,
55,1.110633554591748,0.4827059746883424,-3.21878708354087,-2.089725349479837,0.12773799896240234,30,,,
56,0.3150954257588923,0.04690059439641451,-3.0200374978262863,-2.113283723663399,0.10236763954162598,0,,,
57,6.121216734171543,5.868762305479004,-2.1034816427946055,8.412598607732136e-07,1.4565742015838623,10,,,
58,1.3471365938851774,1.2877647081832724,-3.149538154150978,-1.6078569741269324,0.09366178512573242,20,,,
59,1.0553559047382988,0.4519461878367611,-3.201610387684182,-2.0921832362534536,0.08088135719299316,30,,,
60,0.28241244248176145,0.04152753133741659,-2.9940524480297275,-2.1139490115063975,0.12706542015075684,0,13.977277657771632,-3.5388383489856254,1
61,5.011311590259921,2.463000737532406,-2.2951506126780172,9.617312532572697e-06,1.3536956310272217,10,,,
62,2.4494618923752918,2.0318828155450244,-3.5106281432093134,-2.056981795723588,0.08142685890197754,20,,,
63,1.6065582738534125,0.6867835116231216,-3.518773648690053,-2.065095689959668,0.08034110069274902,30,,,
64,0.41378916729484516,0.0592695118150973,-3.1815514685463944,-2.1027341494586387,0.11911463737487793,0,,,
65,5.126387290598066,2.579910209031988,-2.409818721516787,4.824305180894939e-07,1.2724335193634033,10,,,
66,3.2681730013785746,2.7017931023034802,-3.6750636265052723,-2.033035476621929,0.11440014839172363,20,,,
67,2.199541386744244,1.077186782641979,-3.6859835762145794,-2.042752021819042,0.11142301559448242,30,,,
68,0.5971542691815784,0.09884895314799416,-3.3423425848806803,-2.096981148571268,0.0793304443359375,0,,,
69,4.634931996423155,9.38407549259162,-2.2889247451792576,2.235517620574612e-06,1.3408665657043457,10,,,
70,2.2178262428001227,1.7243563694293418,-3.4583152985938934,-2.067867339814701,0.07752466201782227,20,14.327834149207709,-3.8018713989719632,2
71,1.3542433194105357,0.5201232395383768,-3.4620410434794318,-2.0795331657822587,0.35072898864746094,30,,,
72,0.3027804400950607,0.03941331834003728,-3.0886423339040023,-2.103829992426547,0.2782769203186035,0,,,
73,4.460951119928286,16.926447328397057,-2.819672959036476,3.517515629436474e-06,1.5737805366516113,10,,,
74,4.032608533599091,3.2967792299770657,-3.8311445862268148,-2.0203043841495636,0.11081480979919434,20,,,
75,2.39683476787281,1.096069793095696,-3.8283427007636304,-2.0354056844916735,0.09729623794555664,30,,,
76,0.5997387625355132,0.09306688148224052,-3.3849827353778617,-2.091990629427229,0.12129998207092285,0,,,
77,4.520538822440623,3.0489615123249556,-3.2742611459360607,1.1448165203598037e-06,1.2277185916900635,10,,,
78,6.713275102045023,6.205131022168749,-4.240504065465284,-1.972716851968837,0.1000969409942627,20,,,
79,4.064251160388063,2.2422794811057805,-4.235127375873333,-1.987386293575394,0.11591148376464844,30,,,
80,1.1386019884015925,0.2262103534525397,-3.747810213222702,-2.077305867809218,0.12645268440246582,0,15.615626499018065,-4.473801718176389,0
81,4.024764333159581,2.382071953463896,-3.204095265437907,3.128877440139455e-06,1.3168995380401611,10,,,
82,4.371475615332584,3.33798429585071,-3.9426640623855302,-2.018575614709008,0.1274421215057373,20,,,
83,2.2174896968428572,0.8377108768002938,-3.9085277079277336,-2.0409065493326706,0.11193513870239258,30,,,
84,0.47226290246926794,0.06074435636674757,-3.3346944668463268,-2.0874851888171713,0.11623263359069824,0,,,
85,4.267216448449871,2.6523729218491807,-3.2833460215061026,4.341509917349384e-06,1.6104896068572998,10,,,
86,4.957927996641899,3.910778610040494,-4.05539155208756,-2.008276382645209,0.12470817565917969,20,,,
87,2.449746212709251,0.9677719109261937,-4.0190938112337795,-2.035376229390247,0.12280941009521484,30,,,
88,0.5013652686755219,0.06760630509097582,-3.399784681865955,-2.082394147271205,0.12252211570739746,0,,,
89,3.7492649290824676,2.108586662054721,-3.1144497933634065,2.9181463355731907e-06,1.2403993606567383,10,,,
90,3.032163531734265,1.9956560955937965,-3.7450821550072693,-2.067468782873539,0.08601498603820801,20,13.868328391476851,-4.146865822013716,2
91,1.2182973016388998,0.3305388075323005,-3.6659246888673263,-2.0912306871137987,0.11295294761657715,30,,,
92,0.17129805231919015,0.020201612389303326,-3.004380352403719,-2.0961145539435586,0.12562990188598633,0,,,
93,4.0940886530767315,2.389903466645875,-3.2999938892501364,2.632410979752642e-06,1.2807238101959229,10,,,
94,3.8044974590072,2.6029455438755016,-3.9247588360046652,-2.0478868443052116,0.0770120620727539,20,,,
95,1.5311826072016916,0.4421956266729516,-3.8345226373579946,-2.083627552510557,0.11386227607727051,30,,,
96,0.22250280419946514,0.02688918441136122,-3.1172612266607356,-2.089314549663456,0.12702274322509766,0,,,
97,3.8560171839547452,1.974901819641202,-3.257910561508309,2.4006157883782464e-06,1.263831377029419,10,,,
98,2.7555721050096227,1.6441161201597465,-3.7461903630670754,-2.0858473147901035,0.0730893611907959,20,,,
99,0.9413368520875269,0.20843139343314826,-3.6034021636515217,-2.090247884545594,0.1165933609008789,30,,,
100,0.10219512328305236,0.012651299624263887,-2.874543785107209,-2.1000742550689906,0.12431192398071289,0,12.668237314732744,-3.9218039521104933,1
101,3.6066803246552923,1.8837297823547592,-3.135868218578066,6.695281416835286e-06,1.2591328620910645,10,,,
102,2.145381319118896,1.2623807333645785,-3.6166814895815786,-2.0955271630643924,0.12521100044250488,20,,,
103,0.6390284053283393,0.13319685952184693,-3.4528332591139845,-2.0941362122531144,0.11056303977966309,30,,,
104,0.05161322193821898,0.008015558434015323,-2.7200383663064223,-2.106978451305675,0.09734845161437988,0,,,
105,3.7061962648951923,1.8721558722540377,-3.2287702804192273,3.3015584526285835e-06,1.2679448127746582,10,,,
106,2.2610047163221973,1.300764195061685,-3.669979419248371,-2.0928690734438855,0.07031536102294922,20,,,
107,0.6432813278972715,0.13062605922673307,-3.4796344289887475,-2.0917504053288947,0.10038399696350098,30,,,
108,0.04850304264165078,0.007880388209501588,-2.7137980224395117,-2.1063777849561647,0.12540817260742188,0,,,
109,17.483477802418882,15.930658483674181,-3.2917339758559203,0.00011079164160743282,7.524357795715332,10,,,
110,32.60245495283157,9.424184539076768,-3.733435802485909,0.00021771100727696613,8.537088632583618,20,11.337333300058589,-3.733583291533682,1
111,28.74000165079179,12.242986916004067,-3.360887225094923,0.00028594519800007046,4.194776773452759,30,,,
112,17.20191505527949,15.723469097234997,-1.9518383167146256,5.949293717000259e-06,2.5200886726379395,0,,,
113,3.6094892390561153,1.5509870075331724,-3.236456084699771,2.891458824594295e-07,1.2283477783203125,10,,,
114,1.5798131934657063,0.8599195184155791,-3.550329481600441,-2.0958116655297494,0.06955194473266602,20,,,
115,0.31361146713197646,0.057251190863353264,-3.2528265917645243,-2.0976199305503216,0.11750674247741699,30,,,
116,0.011156740897054788,0.004098323707738562,-2.4773061555010494,-2.1160640778727795,0.1064460277557373,0,,,
117,3.0420039404902033,1.8420641972069387,-3.2866149644101013,3.916211365417865e-06,1.2450296878814697,10,,,
118,1.1943378572022652,0.5813984585423297,-3.4546855857339738,-2.1000146738699175,0.07413172721862793,20,,,
119,0.17293525601329374,0.027629192635771967,-3.047412588707627,-2.1044342050947886,0.07000255584716797,0,,,
120,3.13862349375803,1.6987099922803646,-3.192734111939383,1.4509375475535435e-06,1.2489140033721924,10,9.86565042750809,-3.3586472682873367,0
121,0.8894025329392632,0.44165192867950825,-3.3543131766535064,-2.104669415551959,0.07123827934265137,20,,,
122,0.1027165642634784,0.016318275546012007,-2.9193451084414255,-2.109576604877427,0.09884881973266602,0,,,
123,2.980633885549305,1.6284317976866407,-3.243106035931719,4.286696342670204e-06,1.254270076751709,10,,,
124,0.8425570516042964,0.39244411504358523,-3.357206902486446,-2.1047407334907393,0.07161688804626465,20,,,
125,0.08475922180836552,0.012972813864516139,-2.8695579227883212,-2.1102926552112073,0.0490727424621582,0,,,
126,3.1261292970907437,1.6505180361924017,-3.2987742179154917,2.045535236194773e-06,1.2544000148773193,10,,,
127,0.8878820646494315,0.4100212533552643,-3.395453410771406,-2.1030756154986268,0.06722378730773926,20,,,
128,0.08566859749159694,0.013166417902085722,-2.8765673673801238,-2.1091532295433697,0.048368215560913086,0,,,
129,3.0632193015001103,1.558877870805729,-3.2487297969766598,-1.6683680759133068e-06,1.2253026962280273,10,,,
130,0.7169997448659973,0.3299085122688697,-3.3360678248479276,-2.1061202037733393,0.08263254165649414,20,9.539070291961037,-3.3429514226013293,1
131,0.056878349561447585,0.009024758642806822,-2.7897770196919134,-2.1122625852979526,0.08005762100219727,0,,,
132,3.0683023712841204,1.5228705486107126,-3.278789833176706,2.5384549149354285e-06,1.2280473709106445,10,,,
133,0.7095643159765859,0.3122384377917453,-3.3475162213042333,-2.10575482184264,0.06602597236633301,20,,,
134,0.052533996266101994,0.008224304465429861,-2.769235811610673,-2.11228385436406,0.044275522232055664,0,,,
135,3.23710262056702,1.5144516337869554,-3.2684385690766,-3.697670533986397e-06,1.3088839054107666,10,,,
136,0.6679369484156708,0.3032029816019315,-3.340760167056998,-2.1062467238437663,0.1196146011352539,20,,,
137,0.045738192685369876,0.007535411941207944,-2.7514938466187564,-2.1128420470407887,0.09468889236450195,0,,,
138,2.9660282720570517,1.4585759640396734,-3.29983322830876,2.5375079761857933e-06,1.2655699253082275,10,,,
139,0.6447202815908961,0.2749635213974804,-3.345527107612469,-2.1060060969167065,0.07301998138427734,20,,,
140,0.03994020580372461,0.0065752977544624855,-2.7179959728484917,-2.1133395266957375,0.0475924015045166,0,9.338629102494608,-3.327033012351765,1
141,3.124648385094057,1.1771296797190407,-3.2972653289471507,5.078335489683283e-06,1.5541393756866455,10,,,
142,0.6413262169035205,0.28653372036794683,-3.3485362689546454,-2.106075675354764,0.07488107681274414,20,,,
143,0.038914785144821856,0.006636296742776629,-2.717800857410721,-2.113464026022542,0.0799417495727539,0,,,
144,3.64539282936963,1.9333375971689977,-3.252899131684285,2.1564494023795788e-07,1.4879069328308105,10,,,
145,0.5463721570129564,0.23738408397841174,-3.2942554095905665,-2.108516877886219,0.12241315841674805,20,,,
146,0.02854918351730273,0.005130214136234074,-2.65585791295632,-2.115780192578844,0.10180044174194336,0,,,
147,3.0552671034056202,1.0851115121187285,-3.2881678266399383,6.534313811035197e-06,1.835735559463501,10,,,
148,0.5762871689388847,0.24985465782504315,-3.322832149776908,-2.107261209287729,0.2637944221496582,20,,,
149,0.030290935926322517,0.00542390672829667,-2.667795279222783,-2.115081473188853,0.19077372550964355,0,,,
150,3.0333441167283697,1.0130237534322526,-3.246109260108221,7.01389419766052e-06,1.866312026977539,10,9.154910476227244,-3.273320500219217,1
