update,train_loss_mean,grad_norm,min_obs_margin,max_obs_margin,plan_margin_max,wall_clock_s,ep_step,eval_cost,eval_closest_margin,eval_n_grazing,eval_n_violations
1,17.270102680725547,0.6526003745930171,-0.629846916908728,-0.5370499249874925,4.326006219912415e-09,15.406870126724243,8,,,,
2,15.361250985811385,0.21256791900181043,-0.5115617871185361,-0.28429597250555116,0.0001405090114565688,1.0521619319915771,16,,,,
3,12.907671501321884,0.13642014633230867,-0.25033853191974265,-0.06218291467686532,2.4787235084366976e-05,1.1110472679138184,24,,,,
4,11.568092972805907,0.5685046532592987,-0.0457634259758688,-0.0003948038290770839,1.873394621110247e-05,2.047067165374756,32,,,,
5,10.508042466309366,0.12342233703084096,-2.370291820419368e-05,8.07226467403055e-06,1.5671526005900382e-05,4.845304727554321,40,70.84006490789888,1.1970514467996018e-05,33,4
6,8.13340585809416,0.23601616252416927,-0.02620255685537165,3.0830659583092057e-06,8.021576475059078e-06,1.0353970527648926,48,,,,
7,5.083610321000713,0.1278702221912867,-0.17532040297746043,-0.03908759360573888,-0.026202554928509425,0.14255976676940918,0,,,,
8,16.91969764783243,0.25588620570744086,-0.6000379524276771,-0.43792940698456295,0.00030543763178936256,0.9715132713317871,8,,,,
9,13.772506421089869,0.22225256995197368,-0.391931762708128,-0.08680255882328325,8.16098494109685e-05,0.7251098155975342,16,,,,
10,11.5767442525318,0.015534584551790968,-0.060062451244501824,-1.8485938784174039e-06,1.3728681770075468e-05,0.7064940929412842,24,77.11774979673193,5.020705902103462e-05,36,9
11,11.178432369760149,0.014376099001358342,-0.00019987626449968765,-7.791488254582646e-08,2.8084588666210664e-05,1.1953117847442627,32,,,,
12,10.759672084237376,0.05688983728841447,-3.070900790036468e-05,4.4283639419884224e-06,3.4592260694132904e-05,4.327876806259155,40,,,,
13,9.674592998866725,0.19015171710305734,-1.6490107577649127e-05,1.4225173474269326e-05,1.6416525466689258e-05,5.801469087600708,48,,,,
14,7.307234474291272,0.34274563828313587,-0.0211419631286891,2.524398720760157e-05,4.2729384329254216e-05,3.07625150680542,0,,,,
15,18.123066368368487,0.690563005533915,-0.7131147288328405,-0.45343829919124357,0.00040157897104520224,1.4556043148040771,8,79.46813301338312,3.317163160454495e-05,36,6
16,13.475725774619177,0.20986655841215315,-0.38402499094613995,-0.02957899563423494,6.735353896114571e-05,0.6946439743041992,16,,,,
17,11.248444618062479,0.011214196874297684,-0.01457855506543626,5.355946974272552e-05,6.551008910404832e-05,0.5050270557403564,24,,,,
18,10.905440598136735,0.09669856964555795,-0.0014999990611175296,1.8620635502286653e-05,1.9758648349244012e-05,0.5561826229095459,32,,,,
19,10.690013328329348,0.12692392622586174,-1.3371128856354275e-05,-4.499237744592932e-06,5.432454131648612e-06,0.6219379901885986,40,,,,
20,10.431441538677323,0.15966537530956348,-1.2053029075254074e-05,-5.432596270837919e-06,3.237917344711683e-05,1.0062041282653809,48,79.03124330323871,7.5191265880292235e-06,35,3
21,9.94235966722004,0.09154187023077708,-1.5082784080577838e-05,4.024946261838025e-07,1.8508859964794233e-05,2.2847890853881836,0,,,,
22,17.621914445299474,0.2413567808963322,-0.6698677084625193,-0.48187921485969865,3.1430907010077114e-05,0.9881505966186523,8,,,,
23,14.075749362561666,0.17962829161139535,-0.4300550657316695,-0.0888930320166681,4.2061033933338265e-05,1.240431547164917,16,,,,
24,11.642302361893098,0.09482473904644177,-0.06007543778604996,-9.34046029854585e-06,3.432726915453266e-05,0.8244071006774902,24,,,,
25,11.078350546361015,0.07061795922223459,-0.0012646164624177114,-0.0002079482170955771,2.5116254784407488e-05,2.4164669513702393,32,63.28460376410912,2.1856790532570614e-05,30,3
26,10.11354088360574,0.03094821678661983,-5.275105681712411e-05,3.270157703849641e-06,1.6739105051066794e-05,4.93324613571167,40,,,,
27,8.049700989072921,0.05575395492080464,-0.002821200406130764,1.5557269413712937e-05,1.546549744335657e-05,3.0655159950256348,48,,,,
28,5.110666191015574,0.09763137447451908,-0.09440134751439277,-0.006579545623430771,-0.002821201010000607,0.1488814353942871,0,,,,
29,16.969340378707845,0.12125283812847285,-0.6240990056119655,-0.4008011874628361,9.211704887102101e-06,2.6433768272399902,8,,,,
30,13.547841346216789,1.0439089068970806,-0.3483132068675605,-0.04778948279199002,1.8463870206097965e-05,4.780144453048706,16,63.3807637998448,2.545095152073351e-05,29,3
31,11.286136057165669,0.36712772704576746,-0.02802104439777442,3.4859734617809224e-06,1.1673510565635148e-05,4.590101718902588,24,,,,
32,8.82733093222674,0.09547204716955379,-0.025977721744405935,7.41648710600451e-06,7.403759993751535e-06,1.878460168838501,32,,,,
33,5.480113637818407,0.15780966831818538,-0.22463015973178613,-0.04196695330287392,-0.02597772179340252,0.13634467124938965,40,,,,
34,2.974574840317052,0.07059060005817165,-0.38629492295431467,-0.25207821709947176,-0.22463015973252243,0.08486032485961914,48,,,,
35,1.6550014778105027,0.03561722634930385,-0.42305485911393004,-0.3963283040311254,-0.3862949236406439,0.06318354606628418,0,80.57058062472115,4.300584619498782e-05,34,2
36,16.616274179325927,0.38383529832850666,-0.5680328929577927,-0.4283075222601169,8.684033555106385e-05,0.7475273609161377,8,,,,
37,13.812650255246348,0.2944097031265975,-0.3882963822818808,-0.09996142317819467,2.5448991288534728e-05,0.5232820510864258,16,,,,
38,11.571486578253253,0.021919072087118026,-0.07161526565206744,-0.00012041780995830642,1.941792431103817e-05,0.3869662284851074,24,,,,
39,11.209351346387626,0.032416148980196874,-0.0007188709063516985,4.698221193644159e-06,9.830956998135854e-06,0.4218103885650635,32,,,,
40,11.068235803584455,0.052203994027724875,-3.954662665073272e-05,4.762202555741446e-06,4.9309774042827215e-06,0.40398716926574707,40,80.23560625339474,2.0314488812678277e-05,35,4
41,10.901292655894004,0.07725548688468323,-1.941165844288051e-06,-5.399920857129814e-07,4.0709902878743875e-06,0.4250373840332031,48,,,,
42,10.683325012356205,0.11276056880640256,-2.532395548371369e-06,-1.4868149786906315e-06,5.913034879179158e-06,0.5566885471343994,0,,,,
43,17.31940093016201,0.2473441718443021,-0.6303922210180968,-0.44800035730737164,0.00022958098576031372,0.8239727020263672,8,,,,
44,13.70448540690774,0.2459924383506629,-0.39540887576443806,-0.0588517176341834,0.00010977751245599965,0.5721979141235352,16,,,,
45,11.466936710967541,0.006351013300731873,-0.035342131204569416,1.9260931910514145e-06,4.057647295940825e-05,0.5347423553466797,24,78.77544616674453,2.9625287801038347e-05,37,3
46,11.141461160986902,0.04461837722174446,-0.0010253505477215707,-1.7194979917700692e-06,1.9763249123450066e-05,0.792750358581543,32,,,,
47,10.845197238764204,0.041512021233304365,-2.7256036075451462e-05,-1.4754145326589807e-05,3.074435997085789e-05,2.096662998199463,40,,,,
48,10.195906943488735,0.011638781346946115,-1.6395764546262015e-05,1.210341767809986e-06,2.4578848968892508e-05,6.117596864700317,48,,,,
49,8.712635127592982,0.0920326231057388,-7.847274304140228e-06,2.2321840802974613e-05,3.3025769661576554e-05,6.719500303268433,0,,,,
50,17.871894050339375,0.17757780256933003,-0.6579176452843034,-0.469031080559132,0.0003154210513462985,1.694396734237671,8,69.90726495509247,3.450613449640372e-05,37,8
