cell,umax,obstacles,sweep,sweep_var,tol,admm_max_iter,scp_iter,seed,cos_AD,rel_l2_AD,sign_AD,descent_AD,cos_FD,rel_l2_FD,sign_FD,descent_FD,gnorm,conv_error,num_iter,admm_iters_last,eq_viol,ineq_viol,n_active,n_active_box,n_active_obs,cos_AD_FD_tight,fwd_ms,bwd_ms
C3_loose_on,10000.0,1,tol,1e-06,1e-06,800,15,1,0.999999998256053,0.0011973657798186829,1.0,1.0,0.9999452677100024,0.520543638442031,0.8571428571428571,1.0,43.669032953140004,0.0014701610427530053,15,209.0,1.9227755198709035e-06,6.31397474028586e-06,5.0,0.0,5.0,0.9999455493541995,nan,5722.3936836235225
C3_loose_on,10000.0,1,tol,1e-06,1e-06,800,15,2,0.9999999998131138,0.000312731652435268,1.0,1.0,0.9999973792952517,0.5754970428650574,0.8571428571428571,1.0,43.0588483145489,0.00036302855090772357,15,189.0,2.2537327313542334e-06,6.963353549750695e-06,5.0,0.0,5.0,0.9999973575100257,nan,5722.3936836235225
C3_loose_on,10000.0,1,tol,1e-06,1e-06,800,15,3,0.99999438541815,0.014386223428750865,1.0,1.0,0.9943608606960518,0.5440100081274798,0.8571428571428571,1.0,18.14831340779107,0.007642038631771074,15,551.0,2.483963339988641e-06,5.250452573601905e-06,7.0,0.0,7.0,0.9940724219679363,nan,5722.3936836235225
C3_loose_on,10000.0,1,admm_iter,5,1e-10,5,15,0,0.9990548467809305,0.04610242816929292,0.8571428571428571,1.0,0.995669824568902,0.5874333120113482,0.7142857142857143,1.0,31.919109852824178,0.25972322341787246,15,5.0,0.35708908504495057,0.3461539988782489,6.0,0.0,6.0,0.9966507603546507,nan,226.07782715931535
C3_loose_on,10000.0,1,admm_iter,5,1e-10,5,15,1,0.9995939690889634,0.6003722870530893,1.0,1.0,0.999245712328469,0.8081956921790965,0.8571428571428571,1.0,17.484078129291994,0.07287563365013411,15,5.0,0.12098091574207874,0.44430067909992965,5.0,0.0,5.0,0.9999455493541995,nan,226.07782715931535
C3_loose_on,10000.0,1,admm_iter,5,1e-10,5,15,2,0.9999528016619261,0.5944514028782695,0.7142857142857143,1.0,0.9999453224588147,0.8277865856901396,0.5714285714285714,1.0,17.469294917067764,0.14396606753315308,15,5.0,0.19335274751270815,0.3872646613098341,5.0,0.0,5.0,0.9999973575100257,nan,226.07782715931535
C3_loose_on,10000.0,1,admm_iter,5,1e-10,5,15,3,0.9754967084851249,0.4498336762124566,0.8571428571428571,1.0,0.9540999566981786,0.7513690578371971,0.7142857142857143,1.0,10.437037888144092,0.3945276266366083,15,5.0,0.4735708448552484,0.834628605022835,7.0,0.0,7.0,0.9940724219679363,nan,226.07782715931535
C3_loose_on,10000.0,1,admm_iter,10,1e-10,10,15,0,0.9373596234617261,0.7388527812124528,1.0,1.0,0.9057714504537819,0.8920937728077257,0.5714285714285714,1.0,9.273306338364721,0.06528984377463341,15,10.0,0.058767105814435436,0.2713931119979918,6.0,0.0,6.0,0.9966507603546507,nan,385.72339387610555
C3_loose_on,10000.0,1,admm_iter,10,1e-10,10,15,1,0.9998541861033442,0.4644724234715774,1.0,1.0,0.9996241984614813,0.742952776765404,0.8571428571428571,1.0,23.421326486935058,0.03350884615355323,15,10.0,0.029126933543579817,0.15783064868707333,5.0,0.0,5.0,0.9999455493541995,nan,385.72339387610555
C3_loose_on,10000.0,1,admm_iter,10,1e-10,10,15,2,0.9999876822803558,0.7043301422458714,0.8571428571428571,1.0,0.9999808091103988,0.8744480700079994,1.0,1.0,12.735401358963308,0.05921143915703726,15,10.0,0.05000547352448759,0.22539890811761154,5.0,0.0,5.0,0.9999973575100257,nan,385.72339387610555
