update,train_loss_mean,grad_norm,min_obs_margin,max_obs_margin,plan_margin_max,wall_clock_s,ep_step,eval_cost,eval_closest_margin,eval_n_grazing,eval_n_violations,fwd_conv_max,fwd_iters_max,fwd_n_nonconv,fwd_rs_max,fwd_comp_max
57,32.8281882404286,1.4381418627727434,-0.6902767959575784,8.684674411851834e-05,8.642185791685186e-05,101.99174213409424,24,,,,,0.005802286615007479,40,2,0.00011585570867556072,0.07653626765278365
58,0.40924415409793374,0.04374931939491941,-0.7167928173419555,-0.528910849778057,-0.4852474043923096,12.165640354156494,0,,,,,0.0006085864707210675,2,0,1.3594398198590874e-05,1.3552527156068805e-16
59,32.48997340288866,1.9652039971032247,-0.6416528994873063,5.7859071410870655e-05,5.7504319923240566e-05,86.63518929481506,24,,,,,0.004372414039740147,40,1,7.489256518444036e-05,0.02189921313455772
60,0.406974510183142,0.042296790881102206,-0.7145599923153683,-0.5314784787153175,-0.48879543697244165,12.469642162322998,0,32.764597904982224,9.87129992168212e-05,9,1,0.0006293963176089712,2,0,1.3019862301510976e-05,1.3552527156068805e-16
61,31.77834165115889,100.87155918876444,-0.629316922541092,-1.2513852736262265e-06,-1.2839018950216996e-06,120.72987771034241,24,,,,,0.08578989407712567,40,4,0.00010426240052017365,0.21983707626571972
62,0.4077717481082691,0.04507102046288354,-0.7123396644588604,-0.5339003292644702,-0.49201105304395076,12.00968861579895,0,,,,,0.0006487144376395027,3,0,1.2874386495109746e-05,1.3552527156068805e-16
63,33.7253777724211,5.284026040544588,-0.6896272794399536,0.00013034924890331645,0.00012971153423713133,73.30523800849915,24,,,,,0.0009989517189575303,18,0,0.00013550753536210395,0.01940761218392165
64,0.4617095614530985,0.05634485043525842,-0.6988991578725057,-0.504808760993787,-0.4619396652889207,12.606426239013672,0,,,,,0.0009937417813002739,2,0,1.4283701418982275e-05,1.3552527156068805e-16
65,33.12966716315907,3.2074105413498994,-0.7191895934223513,0.00010354622542307901,0.00010301734650886019,79.51266670227051,24,,,,,0.002442403609672572,40,1,0.00010914761794900318,0.02262957556947457
66,0.43184613239426906,0.045449516886078074,-0.6908262841280328,-0.49911579374309123,-0.45708126882444255,12.397404432296753,0,,,,,0.0008724258790772793,2,0,1.3761607547180255e-05,1.3552527156068805e-16
67,32.370759588748754,3.945128653836634,-0.6461758831123066,0.00013382046500831635,0.00013316576772459676,81.60255551338196,24,,,,,0.0009219026159094923,30,0,0.00014370218496395637,0.07357775121730843
68,0.4741912043493492,0.048383832539960994,-0.6787462618866831,-0.46854673270585434,-0.4261593476755403,11.872488498687744,0,,,,,0.0008593876411352036,2,0,1.4647264051870224e-05,1.3552527156068805e-16
69,30.449431406127626,3.216745844463016,-0.5225352486480559,7.061350511350373e-05,7.016421420935615e-05,96.29107570648193,24,,,,,0.004378202113741736,40,1,8.317338975591118e-05,0.034939505070773993
70,0.5187013782138287,0.03544206270920583,-0.6734813478174753,-0.42834983405784643,-0.3836898670174569,11.848001718521118,0,33.04508894108604,9.169397599473328e-05,10,1,0.0008586429593097078,2,0,1.498240446284882e-05,1.3552527156068805e-16
71,32.94578300901672,4.908891207252506,-0.687338702167754,7.448201414461675e-05,7.409161367910588e-05,73.59988689422607,24,,,,,0.0009481933306299539,27,0,9.582832064492719e-05,0.009467086757054268
72,0.486460922702388,0.03834235183566329,-0.6704381012654621,-0.4653512102646309,-0.42393238779156994,12.459078550338745,0,,,,,0.0009685925644469101,2,0,1.627300862239167e-05,1.3552527156068805e-16
73,31.761227172239455,4.9573850117520575,-0.6827496725479829,6.763610363802464e-05,6.730519914555089e-05,87.60619974136353,24,,,,,0.0038362902936981413,40,1,7.149309007837903e-05,0.017346280971895684
74,0.4749838282914811,0.03367699690475936,-0.6700942204883584,-0.4607655677357043,-0.4183131478620994,11.859776735305786,0,,,,,0.0009872007022562607,1,0,1.7197469783347685e-05,1.3552527156068805e-16
75,32.13091266025115,98.27668108394536,-0.6472051587472807,0.0001779197512056241,0.00017704930251005724,101.19774198532104,24,,,,,0.0009981667100460064,32,0,0.00017997170988651469,0.03136373239475505
76,0.5223739324787425,0.03535700212666998,-0.6645139557815363,-0.42664537587027795,-0.3825309035213449,11.501522779464722,0,,,,,0.000906186887219107,2,0,1.0241895407991919e-05,1.3552527156068805e-16
77,33.50116518158654,5.738313878565207,-0.6428504440807352,5.11270946355058e-05,5.0862181000921325e-05,89.34030508995056,24,,,,,0.0009454934404215382,20,0,5.566982265239713e-05,0.015560320584056908
78,0.8014198544676748,0.03899863592647986,-0.6476769495699171,-0.3309335404485656,-0.2855072597842625,12.101123809814453,0,,,,,0.0009708596204931336,3,0,2.012860741362754e-05,1.3552527156068805e-16
79,32.61048408800585,9.673474828808164,-0.6358457347569539,8.065858737105192e-05,8.026382252168673e-05,80.64703321456909,24,,,,,0.0009487126619704966,20,0,8.450810722019767e-05,0.0055987328558557495
