update,train_loss_mean,grad_norm,min_obs_margin,plan_margin_max,wall_clock_s,ep_step,eval_cost,eval_min_margin,eval_n_violations
1,30.427597455848797,14.297403157295099,-2.069669725430528,0.00022890435387501462,3.9593241214752197,10,,,
2,8.144806270461196,3.458269074807285,-0.5451941547805808,6.4982585099016e-05,0.16501140594482422,20,,,
3,1.2696286286898095,0.3936677942992714,-1.8209168861069087,-0.5451977497429419,0.11404013633728027,30,,,
4,0.2023014502536714,0.12557971625028602,-2.347964809404859,-1.8209169693640384,0.06912422180175781,0,,,
5,23.328190122078542,10.609765954653342,-2.0237424861356472,0.00012148433954750626,1.2753186225891113,10,,,
6,4.801177566811537,1.9546548898940126,-1.0131805084458172,9.191036792555174e-05,0.13279151916503906,20,,,
7,0.6274571280207064,0.3420711669080271,-2.163037278043595,-1.0131806133832448,0.0958859920501709,30,,,
8,0.18662555279313797,0.11529774221567644,-2.4699545571963943,-2.127962796080625,0.09406089782714844,0,,,
9,22.199114257680932,9.992101138712245,-2.293219922790734,9.431925920022621e-05,1.4186036586761475,10,,,
10,3.544276111385562,1.6286490330448866,-1.4416222860137284,0.0001407700477150664,0.1378617286682129,20,29.641397078397247,-2.231485164174176,0
11,0.5700269250127388,0.4228387849220977,-2.445628471817331,-1.441622288315708,0.07610368728637695,30,,,
12,0.26034963665963273,0.12569908605830696,-2.5862682692887944,-2.1238926349146054,0.07880687713623047,0,,,
13,18.557522189735636,7.335221385487453,-2.2390698816491748,0.00028452541458168223,1.3345484733581543,10,,,
14,2.297687029653685,1.0744702834533,-1.7532122200733213,-1.0663960715806553e-05,0.11582303047180176,20,,,
15,0.49031899527692036,0.4059817477268548,-2.5910863874451238,-1.7532121835141075,0.06539559364318848,30,,,
16,0.2723559136517076,0.10867744503596324,-2.6524387516831744,-2.123664600558182,0.06457018852233887,0,,,
17,13.956230554714905,5.978693974574433,-2.1145124420082544,0.00040372560520007816,1.3727123737335205,10,,,
18,1.567655144557308,1.0275362648258777,-2.2152755029077134,-0.15504981807258544,0.12123417854309082,20,,,
19,0.6165532128100087,0.42077261380594994,-2.7474140084295406,-2.109533318503914,0.07224678993225098,30,,,
20,0.28577572308463983,0.08727950262296812,-2.7512956479808937,-2.124551687045447,0.10177063941955566,0,21.5652637588054,-2.8514905362921072,0
21,11.10779520915333,4.818627153746132,-1.9693128783651175,0.00023849514879048517,1.301180124282837,10,,,
22,1.1694281502633002,0.9332308133748194,-2.4216282468101693,-0.43377942336657815,0.12513351440429688,20,,,
23,0.6257744063743913,0.38857422498643024,-2.798840212493997,-2.1086318999681035,0.07605338096618652,30,,,
24,0.26560261325074036,0.06916602071209454,-2.7917404119488136,-2.1270787878290482,0.10911440849304199,0,,,
25,10.535658462784108,9.432722059110082,-2.1671575778797987,0.00011676021684037252,1.339573860168457,10,,,
26,0.9496783510546687,1.0267559028522388,-2.624700671365492,-0.5339262068492379,0.09819316864013672,20,,,
27,0.7742787368445041,0.4555355154316211,-2.9205334639326734,-2.1014253630127344,0.07269740104675293,30,,,
28,0.31339549614972984,0.07229450909147574,-2.89088509692981,-2.1246831618751876,0.10382580757141113,0,,,
29,8.78891813079657,3.184136746897499,-2.218379104022767,3.885891818544707e-06,1.2289159297943115,10,,,
30,1.3579867774517114,1.4555921998124335,-2.973120367453655,-1.0588491080118532,0.06904745101928711,20,16.631156282763193,-3.313976618252653,2
31,1.1875558771791241,0.6846613529370027,-3.142389942906301,-2.081822837620331,0.07914066314697266,30,,,
32,0.4195637260886673,0.09073085200236754,-3.0536063853879023,-2.116848563119925,0.1274726390838623,0,,,
33,7.38066206053805,3.148541325564105,-2.2351180392338748,3.289449056254057e-06,1.6077523231506348,10,,,
